Relative_Humidity_Percentage,Indoor_Temperature_C,Outdoor_Temperature_C,Date
56,19.29,14.6,2017-03-30 00:34:10
56,19.29,14.6,2017-03-30 00:44:20
56,19.14,14.0,2017-03-30 00:54:28
56,19.14,14.0,2017-03-30 01:04:07
56,18.82,12.1,2017-03-30 01:14:15
56,18.82,12.1,2017-03-30 01:24:23
56,18.82,10.6,2017-03-30 01:34:31
57,18.67,10.6,2017-03-30 01:44:40
57,18.67,9.1,2017-03-30 01:54:20
57,18.67,9.1,2017-03-30 02:24:47
57,18.67,9.0,2017-03-30 02:35:59
57,18.67,9.0,2017-03-30 02:44:32
57,18.51,8.7,2017-03-30 02:54:41
57,18.51,8.7,2017-03-30 03:04:49
57,18.51,5.8,2017-03-30 03:14:57
56,18.51,5.8,2017-03-30 03:24:35
44,18.51,5.5,2017-03-30 03:34:42
43,18.51,5.5,2017-03-30 03:44:53
44,18.51,5.5,2017-03-30 03:55:01
45,18.51,5.1,2017-03-30 04:05:09
45,18.51,5.1,2017-03-30 04:14:47
45,18.51,4.2,2017-03-30 04:24:55
45,18.67,3.9,2017-03-30 04:35:04
46,18.67,3.9,2017-03-30 04:45:13
46,18.67,3.8,2017-03-30 04:54:52
46,18.67,3.8,2017-03-30 05:05:00
47,18.67,4.3,2017-03-30 05:15:09
47,18.67,3.6,2017-03-30 05:25:17
47,19.14,3.6,2017-03-30 05:35:25
47,19.61,3.5,2017-03-30 05:45:05
48,19.92,3.5,2017-03-30 05:55:13
48,20.08,3.4,2017-03-30 06:05:24
48,20.24,3.4,2017-03-30 06:15:33
48,20.24,3.8,2017-03-30 06:25:10
48,20.39,3.8,2017-03-30 06:35:19
48,20.39,3.5,2017-03-30 06:45:27
48,20.39,3.5,2017-03-30 06:55:36
48,20.39,3.3,2017-03-30 07:05:44
48,20.39,3.3,2017-03-30 07:15:23
48,20.39,6.0,2017-03-30 07:25:32
48,20.39,6.0,2017-03-30 07:35:44
48,20.24,6.5,2017-03-30 07:45:52
49,20.24,6.5,2017-03-30 07:55:31
49,20.24,7.6,2017-03-30 08:05:43
49,20.24,7.6,2017-03-30 08:15:52
49,20.24,8.9,2017-03-30 08:26:01
49,20.24,8.9,2017-03-30 08:36:09
49,20.24,8.1,2017-03-30 08:45:48
49,20.08,8.1,2017-03-30 08:55:57
49,20.08,8.7,2017-03-30 09:06:05
49,20.08,8.7,2017-03-30 09:16:13
49,20.08,9.8,2017-03-30 09:26:21
49,19.92,9.8,2017-03-30 09:36:00
48,19.92,9.4,2017-03-30 09:46:08
48,19.92,9.4,2017-03-30 09:56:16
48,19.92,9.1,2017-03-30 10:06:24
48,19.76,9.1,2017-03-30 10:16:01
48,19.76,8.0,2017-03-30 10:26:12
48,19.76,8.0,2017-03-30 10:36:24
48,19.76,10.4,2017-03-30 10:46:03
49,19.61,10.4,2017-03-30 10:56:12
49,19.61,10.3,2017-03-30 11:06:20
49,19.61,10.3,2017-03-30 11:16:29
49,19.61,9.9,2017-03-30 11:26:38
49,19.61,9.9,2017-03-30 11:36:17
49,19.61,8.9,2017-03-30 11:46:25
49,19.45,8.9,2017-03-30 11:56:35
49,19.45,8.4,2017-03-30 12:06:41
49,19.45,8.4,2017-03-30 12:16:50
49,19.45,7.8,2017-03-30 12:26:28
49,19.45,7.8,2017-03-30 12:36:38
49,19.45,6.9,2017-03-30 12:46:45
49,19.45,6.9,2017-03-30 12:56:53
49,19.45,6.6,2017-03-30 13:06:34
49,19.45,6.6,2017-03-30 13:16:42
49,19.45,6.5,2017-03-30 13:26:51
49,19.45,6.5,2017-03-30 13:36:59
49,19.45,6.4,2017-03-30 13:46:39
49,19.45,6.4,2017-03-30 13:56:49
49,19.45,6.2,2017-03-30 14:06:56
49,19.45,6.2,2017-03-30 14:17:07
49,19.45,6.2,2017-03-30 14:26:46
49,19.45,6.2,2017-03-30 14:36:55
48,19.45,6.7,2017-03-30 14:47:05
48,19.45,6.7,2017-03-30 14:56:12
47,19.45,7.6,2017-03-30 15:05:50
42,19.45,7.6,2017-03-30 15:14:58
41,19.45,9.4,2017-03-30 15:24:06
40,19.45,9.4,2017-03-30 15:33:45
41,19.45,10.6,2017-03-30 15:42:53
42,19.45,10.6,2017-03-30 15:52:01
43,19.45,12.5,2017-03-30 16:01:40
43,19.29,12.5,2017-03-30 16:10:49
44,19.29,12.3,2017-03-30 16:20:58
44,19.29,12.3,2017-03-30 16:30:38
44,19.29,11.6,2017-03-30 16:40:30
45,19.29,11.6,2017-03-30 16:50:55
45,19.29,11.3,2017-03-30 17:00:47
46,19.29,11.3,2017-03-30 17:10:40
46,19.29,10.8,2017-03-30 17:21:02
46,19.29,10.8,2017-03-30 17:30:59
46,19.29,12.2,2017-03-30 17:40:54
46,19.29,12.2,2017-03-30 17:51:13
46,19.29,12.7,2017-03-30 18:01:05
45,19.29,12.7,2017-03-30 18:11:00
41,19.29,12.4,2017-03-30 18:20:53
42,19.29,12.4,2017-03-30 18:31:18
43,19.29,11.2,2017-03-30 18:41:09
44,19.29,11.2,2017-03-30 18:51:01
45,19.29,10.2,2017-03-30 19:01:26
45,19.14,10.2,2017-03-30 19:11:16
45,19.14,9.4,2017-03-30 19:21:37
46,19.14,9.4,2017-03-30 19:31:30
46,19.14,8.6,2017-03-30 19:41:23
46,18.82,8.6,2017-03-30 19:51:45
47,18.82,5.9,2017-03-30 20:01:36
47,17.88,5.9,2017-03-30 20:11:30
47,17.88,5.7,2017-03-30 20:21:23
47,18.04,5.7,2017-03-30 20:31:45
48,18.04,5.5,2017-03-30 20:41:42
48,18.82,5.5,2017-03-30 20:51:34
49,20.08,5.8,2017-03-30 21:02:00
49,21.02,5.8,2017-03-30 21:11:51
49,21.8,6.0,2017-03-30 21:32:06
50,22.43,6.0,2017-03-30 21:42:00
50,22.9,6.3,2017-03-30 21:51:50
50,23.06,6.3,2017-03-30 22:02:14
50,23.22,7.0,2017-03-30 22:12:09
50,23.22,7.0,2017-03-30 22:22:02
51,23.22,9.6,2017-03-30 22:31:56
51,22.9,9.6,2017-03-30 22:42:20
51,22.59,12.0,2017-03-30 22:52:14
54,22.27,12.0,2017-03-30 23:02:09
54,21.8,13.5,2017-03-30 23:12:32
53,21.33,13.5,2017-03-30 23:22:25
54,21.18,13.7,2017-03-30 23:32:17
54,20.86,13.7,2017-03-30 23:42:13
54,20.55,14.8,2017-03-30 23:52:38
54,20.39,14.8,2017-03-31 00:01:55
56,20.24,14.8,2017-03-31 00:02:52
56,20.08,14.8,2017-03-31 00:12:32
55,19.92,13.9,2017-03-31 00:22:40
55,19.76,13.9,2017-03-31 00:32:49
55,19.76,14.9,2017-03-31 00:42:29
55,19.45,14.9,2017-03-31 00:52:38
56,19.45,14.5,2017-03-31 01:02:46
56,19.29,14.5,2017-03-31 01:12:56
56,19.29,15.4,2017-03-31 01:22:33
45,19.29,15.4,2017-03-31 01:32:41
46,19.29,14.9,2017-03-31 01:42:52
47,19.29,14.9,2017-03-31 01:53:01
48,19.29,13.9,2017-03-31 02:33:07
48,19.45,13.9,2017-03-31 02:43:13
49,19.76,12.1,2017-03-31 02:53:21
49,19.92,12.1,2017-03-31 03:02:58
49,20.08,10.4,2017-03-31 03:13:08
50,20.39,10.4,2017-03-31 03:23:18
50,20.55,8.8,2017-03-31 03:33:28
50,20.71,8.8,2017-03-31 03:43:06
50,20.86,7.6,2017-03-31 03:53:14
50,20.86,7.6,2017-03-31 04:03:23
50,21.02,7.6,2017-03-31 04:13:33
50,21.02,6.5,2017-03-31 04:23:42
50,21.18,6.5,2017-03-31 04:33:21
50,21.18,5.8,2017-03-31 04:43:28
50,21.33,5.8,2017-03-31 04:53:38
50,21.33,5.0,2017-03-31 05:03:46
49,21.33,5.0,2017-03-31 05:13:54
49,21.33,4.7,2017-03-31 05:23:33
49,21.33,4.7,2017-03-31 05:33:41
49,21.33,4.8,2017-03-31 05:43:49
49,21.33,4.8,2017-03-31 05:53:57
49,21.33,4.9,2017-03-31 06:03:36
49,21.33,4.9,2017-03-31 06:13:47
49,21.33,5.2,2017-03-31 06:23:55
49,21.33,5.2,2017-03-31 06:34:03
49,21.33,8.2,2017-03-31 06:44:12
49,21.33,8.2,2017-03-31 06:54:19
49,21.33,10.7,2017-03-31 07:03:57
48,21.33,10.7,2017-03-31 07:14:06
48,21.33,11.8,2017-03-31 07:24:14
48,21.18,11.8,2017-03-31 07:34:24
48,21.18,13.5,2017-03-31 07:44:04
48,21.18,13.5,2017-03-31 07:54:12
48,21.18,14.9,2017-03-31 08:04:20
49,21.02,14.9,2017-03-31 08:14:29
49,21.02,16.2,2017-03-31 08:24:37
49,21.02,16.2,2017-03-31 08:34:17
49,21.02,17.0,2017-03-31 08:44:25
49,20.86,17.0,2017-03-31 08:54:33
49,20.86,17.0,2017-03-31 09:04:42
49,20.86,17.0,2017-03-31 09:14:50
49,20.86,17.7,2017-03-31 09:24:28
49,20.71,17.7,2017-03-31 09:34:37
49,20.71,17.6,2017-03-31 09:44:45
49,20.71,17.6,2017-03-31 09:54:55
49,20.71,17.5,2017-03-31 10:04:33
49,20.55,17.5,2017-03-31 10:14:43
50,20.55,16.8,2017-03-31 10:24:22
50,20.55,16.8,2017-03-31 10:33:29
50,20.55,16.1,2017-03-31 10:43:40
50,20.39,16.1,2017-03-31 10:53:48
50,20.39,14.4,2017-03-31 11:03:59
50,20.39,14.4,2017-03-31 11:14:07
50,20.39,12.8,2017-03-31 11:23:44
50,20.39,12.8,2017-03-31 11:33:54
50,20.39,12.0,2017-03-31 11:44:04
50,20.39,12.0,2017-03-31 11:54:12
50,20.24,11.3,2017-03-31 12:03:50
50,20.24,11.3,2017-03-31 12:13:29
50,20.24,10.6,2017-03-31 12:23:06
49,20.24,10.6,2017-03-31 12:33:14
49,20.24,10.0,2017-03-31 12:42:21
49,20.24,9.6,2017-03-31 12:52:30
49,20.24,9.6,2017-03-31 13:02:07
48,20.08,9.2,2017-03-31 13:11:44
47,20.08,9.2,2017-03-31 13:21:23
47,20.08,8.6,2017-03-31 13:30:29
47,20.08,8.6,2017-03-31 13:40:09
47,20.08,7.0,2017-03-31 13:49:16
47,20.08,7.0,2017-03-31 13:58:55
47,20.08,6.5,2017-03-31 14:08:02
47,20.08,6.5,2017-03-31 14:17:42
47,20.08,9.3,2017-03-31 14:27:20
47,20.08,9.3,2017-03-31 14:36:58
48,20.08,13.2,2017-03-31 14:46:36
48,20.08,13.2,2017-03-31 14:55:44
49,20.08,14.8,2017-03-31 15:05:53
49,20.08,14.8,2017-03-31 15:15:00
49,19.92,16.2,2017-03-31 15:24:08
50,19.92,16.2,2017-03-31 15:34:18
50,19.92,17.4,2017-03-31 15:43:56
51,19.92,17.4,2017-03-31 15:53:35
51,19.92,17.6,2017-03-31 16:03:45
51,19.92,17.6,2017-03-31 16:13:22
51,19.92,17.5,2017-03-31 16:23:30
52,19.92,17.5,2017-03-31 16:33:40
52,19.92,17.8,2017-03-31 16:43:19
52,19.92,17.8,2017-03-31 16:53:27
52,19.76,17.2,2017-03-31 17:03:35
52,19.76,17.2,2017-03-31 17:13:43
53,19.76,15.8,2017-03-31 17:23:21
53,19.76,15.8,2017-03-31 17:33:30
53,19.76,14.3,2017-03-31 17:43:39
53,19.76,14.3,2017-03-31 17:53:18
53,19.45,12.6,2017-03-31 18:03:28
53,19.45,12.6,2017-03-31 18:13:37
53,19.45,11.3,2017-03-31 18:23:45
54,19.45,11.3,2017-03-31 18:33:54
54,19.45,10.5,2017-03-31 18:43:33
54,19.45,10.5,2017-03-31 18:53:41
54,19.45,10.1,2017-03-31 19:03:49
54,19.45,10.1,2017-03-31 19:14:00
54,19.45,9.8,2017-03-31 19:24:08
54,19.45,9.8,2017-03-31 19:33:46
54,19.29,9.5,2017-03-31 19:43:55
54,19.29,9.5,2017-03-31 19:54:04
54,19.29,9.4,2017-03-31 20:04:13
54,19.29,9.4,2017-03-31 20:13:51
54,19.29,9.3,2017-03-31 20:24:00
54,19.29,9.1,2017-03-31 20:34:10
54,19.29,9.1,2017-03-31 20:44:18
54,19.29,9.0,2017-03-31 20:54:28
54,19.29,9.0,2017-03-31 21:04:05
54,19.14,9.0,2017-03-31 21:14:15
54,19.14,9.0,2017-03-31 21:24:23
55,19.14,8.9,2017-03-31 21:34:32
55,19.14,8.9,2017-03-31 21:44:12
55,19.14,8.9,2017-03-31 21:54:19
55,19.14,8.9,2017-03-31 22:04:27
55,19.14,9.0,2017-03-31 22:14:36
54,19.14,9.0,2017-03-31 22:24:44
53,19.14,9.1,2017-03-31 22:34:23
53,19.14,9.1,2017-03-31 22:44:32
53,18.67,9.0,2017-03-31 22:54:42
45,17.73,9.0,2017-03-31 23:04:50
38,17.25,9.2,2017-03-31 23:14:58
38,17.25,9.2,2017-03-31 23:24:35
39,17.57,9.6,2017-03-31 23:34:52
40,17.73,9.6,2017-03-31 23:45:02
42,17.88,9.8,2017-03-31 23:55:10
42,18.04,9.8,2017-04-01 00:04:48
43,18.04,10.2,2017-04-01 00:14:56
44,18.2,10.2,2017-04-01 00:25:05
44,18.2,10.8,2017-04-01 00:35:13
45,18.51,10.8,2017-04-01 00:44:11
45,18.51,10.7,2017-04-01 00:45:05
45,18.51,10.7,2017-04-01 00:55:14
46,18.67,10.6,2017-04-01 01:05:22
46,18.67,10.6,2017-04-01 01:14:59
46,18.82,10.7,2017-04-01 01:25:10
46,18.98,10.7,2017-04-01 01:35:17
46,19.14,11.0,2017-04-01 01:45:24
47,19.29,11.0,2017-04-01 01:55:33
47,19.45,10.9,2017-04-01 02:45:42
47,19.76,10.9,2017-04-01 02:55:48
47,19.92,10.2,2017-04-01 03:05:55
46,20.08,10.2,2017-04-01 03:15:33
47,20.24,9.7,2017-04-01 03:25:43
47,20.39,9.7,2017-04-01 03:35:50
47,20.39,8.8,2017-04-01 03:45:57
47,20.55,8.8,2017-04-01 03:56:06
47,20.71,8.1,2017-04-01 04:05:44
47,20.86,8.1,2017-04-01 04:15:52
47,20.86,7.7,2017-04-01 04:26:00
47,20.86,7.7,2017-04-01 04:36:09
47,21.02,6.4,2017-04-01 04:46:18
47,21.02,6.4,2017-04-01 04:55:56
47,21.02,6.5,2017-04-01 05:06:03
47,20.86,6.5,2017-04-01 05:16:11
47,20.86,6.6,2017-04-01 05:26:19
47,20.86,6.6,2017-04-01 05:36:32
47,20.86,6.8,2017-04-01 05:46:10
47,20.86,6.8,2017-04-01 05:56:18
47,20.71,6.8,2017-04-01 06:06:28
47,20.71,6.8,2017-04-01 06:16:41
47,20.71,7.8,2017-04-01 06:26:19
47,20.71,7.8,2017-04-01 06:36:29
47,20.71,8.5,2017-04-01 06:46:39
47,20.71,8.5,2017-04-01 06:56:47
47,20.71,10.8,2017-04-01 07:06:56
47,20.55,10.8,2017-04-01 07:16:35
47,20.55,12.7,2017-04-01 07:26:43
47,20.39,12.7,2017-04-01 07:36:53
47,20.39,14.8,2017-04-01 07:47:02
47,20.39,14.8,2017-04-01 07:56:39
47,20.39,15.7,2017-04-01 08:06:48
47,20.24,15.7,2017-04-01 08:16:55
47,20.24,15.9,2017-04-01 08:27:04
47,20.24,15.9,2017-04-01 08:37:13
47,20.24,15.2,2017-04-01 08:46:51
47,20.24,15.2,2017-04-01 08:57:02
47,20.24,15.4,2017-04-01 09:07:13
45,20.08,15.4,2017-04-01 09:17:22
45,20.08,15.2,2017-04-01 09:27:01
45,20.08,15.2,2017-04-01 09:37:11
45,20.08,14.2,2017-04-01 09:47:21
45,20.08,14.2,2017-04-01 09:57:28
45,19.92,13.7,2017-04-01 10:07:07
45,19.92,13.7,2017-04-01 10:16:45
45,19.92,12.8,2017-04-01 10:26:54
45,19.92,12.8,2017-04-01 10:37:02
45,19.92,12.2,2017-04-01 10:47:11
45,19.92,12.2,2017-04-01 10:57:20
45,19.92,11.7,2017-04-01 11:06:57
45,19.92,11.7,2017-04-01 11:17:08
45,19.92,11.4,2017-04-01 11:27:17
45,19.92,11.4,2017-04-01 11:37:26
45,19.92,10.3,2017-04-01 11:47:34
41,19.92,10.3,2017-04-01 11:57:12
40,19.92,9.2,2017-04-01 12:07:22
41,19.92,9.2,2017-04-01 12:17:00
41,19.92,7.6,2017-04-01 12:27:09
42,19.92,7.1,2017-04-01 12:36:48
42,19.76,7.1,2017-04-01 12:46:26
42,19.76,6.7,2017-04-01 12:56:35
43,19.76,6.7,2017-04-01 13:06:12
42,19.76,6.6,2017-04-01 13:15:50
40,19.76,6.6,2017-04-01 13:26:00
39,19.76,5.9,2017-04-01 13:35:38
40,19.76,5.9,2017-04-01 13:45:46
45,19.76,7.3,2017-04-01 13:55:23
45,19.76,7.3,2017-04-01 14:05:31
46,19.76,8.8,2017-04-01 14:15:38
46,19.76,8.8,2017-04-01 14:25:46
46,19.76,9.7,2017-04-01 14:35:54
47,19.76,9.7,2017-04-01 14:45:33
47,19.76,12.8,2017-04-01 14:55:40
47,19.76,12.8,2017-04-01 15:05:48
47,19.76,14.3,2017-04-01 15:15:56
48,19.76,14.3,2017-04-01 15:25:34
48,19.76,15.4,2017-04-01 15:35:41
48,19.76,15.4,2017-04-01 15:45:49
49,19.45,16.9,2017-04-01 15:55:57
49,19.45,16.9,2017-04-01 16:06:06
49,19.45,17.3,2017-04-01 16:15:44
49,19.45,17.3,2017-04-01 16:25:51
49,19.45,17.4,2017-04-01 16:35:59
49,19.45,17.4,2017-04-01 16:46:10
49,19.45,15.9,2017-04-01 16:56:18
49,19.45,15.9,2017-04-01 17:05:25
49,19.45,14.9,2017-04-01 17:15:32
50,19.45,14.9,2017-04-01 17:25:41
50,19.45,13.3,2017-04-01 17:35:18
50,19.45,13.3,2017-04-01 17:44:57
50,19.45,12.4,2017-04-01 17:55:07
50,19.45,12.4,2017-04-01 18:05:15
50,19.45,11.8,2017-04-01 18:15:22
50,19.45,11.8,2017-04-01 18:25:31
51,19.45,11.5,2017-04-01 18:35:09
51,19.45,11.5,2017-04-01 18:45:18
51,19.45,11.4,2017-04-01 18:55:25
51,19.45,11.4,2017-04-01 19:05:33
51,19.45,11.2,2017-04-01 19:15:40
51,19.45,11.2,2017-04-01 19:25:49
51,19.45,11.0,2017-04-01 19:35:28
51,19.45,11.0,2017-04-01 19:45:36
51,19.45,10.7,2017-04-01 19:55:46
51,19.29,10.7,2017-04-01 20:05:54
51,19.29,10.7,2017-04-01 20:15:31
52,19.29,10.4,2017-04-01 20:25:40
52,19.29,10.4,2017-04-01 20:35:48
52,19.29,10.1,2017-04-01 20:45:55
52,19.29,10.1,2017-04-01 20:56:04
39,19.29,10.0,2017-04-01 21:05:43
39,19.29,10.0,2017-04-01 21:15:51
40,19.29,9.9,2017-04-01 21:25:59
41,19.29,9.9,2017-04-01 21:36:08
41,19.29,9.9,2017-04-01 21:46:17
42,19.29,9.9,2017-04-01 21:55:57
43,19.29,10.4,2017-04-01 22:06:04
44,19.29,10.4,2017-04-01 22:16:11
44,19.29,10.6,2017-04-01 22:26:19
44,19.29,10.6,2017-04-01 22:36:27
45,19.29,11.1,2017-04-01 22:46:38
45,19.29,11.1,2017-04-01 22:56:17
45,19.29,11.7,2017-04-01 23:06:25
45,19.29,11.7,2017-04-01 23:16:35
45,19.29,12.6,2017-04-01 23:26:43
45,19.29,12.6,2017-04-01 23:36:20
45,19.29,14.3,2017-04-01 23:46:32
45,18.82,14.3,2017-04-01 23:56:40
45,18.2,14.9,2017-04-02 00:06:49
45,17.88,14.9,2017-04-02 00:17:00
45,17.73,14.8,2017-04-02 00:26:38
45,17.73,14.8,2017-04-02 00:36:47
45,18.04,15.3,2017-04-02 00:46:56
45,18.2,15.3,2017-04-02 00:57:06
45,18.2,15.5,2017-04-02 01:06:43
45,18.51,15.5,2017-04-02 01:16:53
45,18.51,15.3,2017-04-02 01:27:02
45,18.51,15.3,2017-04-02 01:37:12
45,18.67,15.2,2017-04-02 01:46:51
46,18.67,15.2,2017-04-02 01:56:59
46,18.67,14.3,2017-04-02 03:17:30
46,18.67,14.3,2017-04-02 03:27:37
46,18.67,13.1,2017-04-02 03:37:16
46,18.67,13.1,2017-04-02 03:47:26
46,18.67,11.6,2017-04-02 03:57:35
46,18.67,10.2,2017-04-02 04:07:42
46,18.67,10.2,2017-04-02 04:17:52
46,18.82,8.0,2017-04-02 04:27:30
46,18.82,8.0,2017-04-02 04:37:38
46,18.82,4.1,2017-04-02 04:47:46
46,18.82,4.1,2017-04-02 04:57:53
46,18.82,6.9,2017-04-02 05:08:00
46,18.82,6.9,2017-04-02 05:17:40
46,18.82,6.5,2017-04-02 05:27:48
46,18.82,6.5,2017-04-02 05:37:55
46,18.98,6.1,2017-04-02 05:48:04
45,18.98,6.1,2017-04-02 05:58:12
45,18.98,6.0,2017-04-02 06:07:51
45,18.98,6.0,2017-04-02 06:18:00
45,18.98,5.5,2017-04-02 06:28:11
45,18.98,5.5,2017-04-02 06:38:19
45,18.98,5.5,2017-04-02 06:48:28
45,18.98,5.5,2017-04-02 06:58:05
45,19.14,6.7,2017-04-02 07:08:14
45,19.14,6.7,2017-04-02 07:18:22
45,19.14,8.4,2017-04-02 07:28:32
45,19.14,8.4,2017-04-02 07:38:11
46,19.14,10.9,2017-04-02 07:48:21
46,19.14,10.9,2017-04-02 07:58:30
46,19.14,12.9,2017-04-02 08:08:39
46,19.14,12.9,2017-04-02 08:18:47
46,19.14,15.4,2017-04-02 08:28:26
46,19.14,15.4,2017-04-02 08:38:37
46,19.29,17.7,2017-04-02 08:48:45
46,19.29,17.7,2017-04-02 08:58:53
46,19.29,19.3,2017-04-02 09:09:02
46,19.29,19.3,2017-04-02 09:18:40
46,19.29,20.0,2017-04-02 09:28:47
46,19.45,20.0,2017-04-02 09:38:55
46,19.45,21.1,2017-04-02 09:49:03
46,19.45,21.1,2017-04-02 09:59:11
45,19.45,20.9,2017-04-02 10:08:49
45,19.45,20.9,2017-04-02 10:18:57
45,19.45,20.5,2017-04-02 10:29:06
45,19.45,20.5,2017-04-02 10:39:15
42,19.45,19.8,2017-04-02 10:49:24
41,19.45,19.8,2017-04-02 10:59:03
41,19.45,18.4,2017-04-02 11:09:11
41,19.45,18.4,2017-04-02 11:19:21
41,19.29,16.8,2017-04-02 11:29:29
42,19.29,16.8,2017-04-02 11:39:07
42,19.14,15.4,2017-04-02 11:49:16
42,19.14,15.4,2017-04-02 11:59:24
43,19.14,13.4,2017-04-02 12:09:32
43,18.98,13.4,2017-04-02 12:19:42
43,18.98,13.3,2017-04-02 12:29:21
44,18.98,13.0,2017-04-02 12:39:30
44,18.82,13.0,2017-04-02 12:49:39
47,18.82,11.2,2017-04-02 12:59:47
47,18.82,11.2,2017-04-02 13:09:56
47,18.82,11.0,2017-04-02 13:19:34
48,18.82,11.0,2017-04-02 13:29:43
48,18.82,10.5,2017-04-02 13:39:51
48,18.82,10.5,2017-04-02 13:50:01
49,18.98,10.9,2017-04-02 13:59:40
49,18.98,10.9,2017-04-02 14:09:51
49,18.98,12.2,2017-04-02 14:19:59
50,18.98,12.2,2017-04-02 14:30:09
50,18.98,13.7,2017-04-02 14:39:48
50,18.98,13.7,2017-04-02 14:49:58
50,18.98,14.1,2017-04-02 15:00:07
51,18.98,14.1,2017-04-02 15:10:15
51,18.98,14.5,2017-04-02 15:19:53
51,18.98,14.5,2017-04-02 15:30:01
51,19.14,15.0,2017-04-02 15:40:13
51,19.14,15.0,2017-04-02 15:50:21
51,19.14,16.1,2017-04-02 16:00:00
51,19.14,16.1,2017-04-02 16:10:11
51,19.14,16.1,2017-04-02 16:20:21
52,19.14,16.1,2017-04-02 16:30:29
52,19.14,17.5,2017-04-02 16:40:07
52,19.14,17.5,2017-04-02 16:50:17
52,19.14,19.7,2017-04-02 17:00:23
52,19.14,19.7,2017-04-02 17:10:32
51,19.14,18.9,2017-04-02 17:20:41
51,19.14,18.9,2017-04-02 17:30:20
51,19.14,19.0,2017-04-02 17:40:43
51,19.14,19.0,2017-04-02 17:50:35
51,19.14,16.6,2017-04-02 18:00:25
51,19.14,16.6,2017-04-02 18:10:50
51,19.14,15.9,2017-04-02 18:20:41
51,18.98,15.9,2017-04-02 18:30:35
51,18.98,15.0,2017-04-02 18:40:58
51,18.98,15.0,2017-04-02 18:50:54
52,18.98,14.3,2017-04-02 19:00:44
52,18.98,14.3,2017-04-02 19:11:05
52,18.98,13.4,2017-04-02 19:21:00
52,18.98,13.4,2017-04-02 19:30:52
52,18.98,13.3,2017-04-02 19:41:12
52,17.73,13.3,2017-04-02 19:51:06
52,16.47,13.2,2017-04-02 20:01:00
52,16.31,13.2,2017-04-02 20:11:21
52,16.63,12.7,2017-04-02 20:21:12
52,17.1,12.7,2017-04-02 20:31:04
52,17.25,12.3,2017-04-02 20:41:26
52,17.41,12.3,2017-04-02 20:51:21
52,17.57,12.1,2017-04-02 21:01:12
52,17.73,12.1,2017-04-02 21:11:34
52,17.73,12.0,2017-04-02 21:21:28
52,17.73,12.0,2017-04-02 21:31:22
52,17.88,11.9,2017-04-02 21:41:15
51,17.88,11.9,2017-04-02 21:51:37
51,17.88,11.5,2017-04-02 22:01:29
51,17.88,11.5,2017-04-02 22:11:48
51,17.88,11.9,2017-04-02 22:31:35
52,18.04,11.9,2017-04-02 22:41:28
52,18.04,12.0,2017-04-02 22:51:52
51,18.04,12.0,2017-04-02 23:01:45
44,18.04,12.6,2017-04-02 23:11:36
41,18.04,12.6,2017-04-02 23:22:01
41,18.2,13.1,2017-04-02 23:31:53
43,18.2,13.1,2017-04-02 23:41:45
44,18.2,14.3,2017-04-02 23:52:09
44,18.2,14.3,2017-04-03 00:02:00
45,18.2,14.2,2017-04-03 00:11:52
45,18.51,14.2,2017-04-03 00:22:16
46,18.51,13.5,2017-04-03 00:32:06
46,18.51,13.5,2017-04-03 00:41:56
46,18.51,12.3,2017-04-03 00:52:20
46,18.67,12.3,2017-04-03 01:02:13
46,18.82,10.9,2017-04-03 01:12:03
46,18.82,10.9,2017-04-03 01:22:24
46,18.82,10.8,2017-04-03 01:30:36
46,18.82,10.8,2017-04-03 01:32:33
46,18.98,10.2,2017-04-03 01:42:11
44,19.14,10.2,2017-04-03 01:52:20
42,19.29,10.3,2017-04-03 02:02:29
42,19.29,10.3,2017-04-03 03:32:45
42,19.29,10.0,2017-04-03 03:42:52
40,19.29,10.0,2017-04-03 03:52:59
41,19.29,9.8,2017-04-03 04:03:07
41,19.14,8.9,2017-04-03 04:12:45
40,19.14,8.9,2017-04-03 04:22:53
40,19.14,8.6,2017-04-03 04:33:01
40,19.14,8.6,2017-04-03 04:43:09
40,18.98,7.9,2017-04-03 04:53:17
40,18.98,7.9,2017-04-03 05:02:57
41,18.98,7.5,2017-04-03 05:13:05
40,18.98,7.5,2017-04-03 05:23:14
40,18.98,7.5,2017-04-03 05:33:23
40,18.98,7.5,2017-04-03 05:43:03
40,18.98,7.1,2017-04-03 05:53:13
41,18.98,7.1,2017-04-03 06:03:22
41,18.98,7.0,2017-04-03 06:13:30
41,18.98,7.0,2017-04-03 06:23:39
41,18.98,6.9,2017-04-03 06:33:17
41,18.98,6.9,2017-04-03 06:43:23
41,18.98,6.8,2017-04-03 06:53:33
41,18.98,6.8,2017-04-03 07:03:42
41,18.98,9.8,2017-04-03 07:13:49
41,18.98,9.8,2017-04-03 07:23:26
42,18.98,9.8,2017-04-03 07:33:35
42,18.98,9.8,2017-04-03 07:43:44
42,18.98,10.7,2017-04-03 07:53:52
41,18.98,10.7,2017-04-03 08:03:30
42,18.98,11.2,2017-04-03 08:13:38
42,18.98,11.2,2017-04-03 08:23:45
42,18.98,11.8,2017-04-03 08:33:54
43,18.98,11.8,2017-04-03 08:44:04
43,18.98,12.0,2017-04-03 08:53:43
43,18.98,12.0,2017-04-03 09:03:50
43,18.98,13.3,2017-04-03 09:13:59
